Full Name, Party, Utterances Count, PA Profile, Profile Photo
"Njobe, Ms MA","COPE","3","https://www.pa.org.za/person/makhosazana-abigail-alicia-njobe/","https://static.pmg.org.za/images/committee-members/resize/njobe_ms_ma-njobe_makhosazana_abigail_alicia_cope.jpg"
"Madisha, Mr WM","COPE","55","https://www.pa.org.za/person/william-mothipa-madisha/","https://static.pmg.org.za/143.jpg"
"Lekota, Mr M","COPE","173","https://www.pa.org.za/person/mosiuoa-gerard-patrick-lekota/","https://static.pmg.org.za/images/committee-members/resize/lekota_mr_m_-lekota_mosiuda_gerard_patrick_0011.jpg"
"Rampedi, Mr MA","COPE","1","https://www.pa.org.za/person/makgwana-arnaus-rampedi/","https://static.pmg.org.za/rampediPMG.jpg"
"Loate, Mr T","COPE","19","https://www.pa.org.za/person/teboho-loate/","https://static.pmg.org.za/Loate.jpg"
"Swart, Mr SN","ACDP","798","https://www.pa.org.za/person/steven-nicholas-swart/","https://static.pmg.org.za/swart.jpg"
"Dudley, Ms C","ACDP","6","https://www.pa.org.za/person/cheryllyn-dudley/","https://static.pmg.org.za/660.jpg"
"Meshoe, Rev KR","ACDP","225","https://www.pa.org.za/person/kenneth-raselabe-joseph-meshoe/","https://static.pmg.org.za/669.jpg"
"Thring, Mr WM","ACDP","853","https://www.pa.org.za/person/wayne-maxim-thring/","https://static.pmg.org.za/357.jpg"
"Christians, Mr F","ACDP","656","https://www.pa.org.za/person/ferlon-charles-christians/","https://static.pmg.org.za/Christians.jpg"
"Sukers, Ms ME","ACDP","962","https://www.pa.org.za/person/marie-elizabeth-sukers/","https://static.pmg.org.za/351.jpg"
"Adams, Mr DK","ACDP","7","https://www.pa.org.za/person/dulton-keith-adams/","https://static.pmg.org.za/1/download_2.jpg"
"August, Mr SN","GOOD","89","https://www.pa.org.za/person/shaun-nigel-august/","https://static.pmg.org.za/August_SN.jpg"
"De Lille, Ms P","GOOD","15","https://www.pa.org.za/person/patricia-de-lille/","https://static.pmg.org.za/De_Lille_P.jpg"
"Herron, Mr BN","GOOD","750","https://www.pa.org.za/person/brett-norton-herron/","https://static.pmg.org.za/1/Herron.jpg"
"De Villiers, Mr P","GOOD","107","https://www.pa.org.za/person/peter-de-villiers/","https://static.pmg.org.za/De_Villiers_P_lores_web_150_x_225.jpg"
"Hendricks, Mr MGE","Al Jama-ah","702","https://www.pa.org.za/person/mogamad-ganief-ebrahim-hendricks/","https://static.pmg.org.za/Hendricks_MGE.jpg"
"De Jager, Mr I","Al Jama-ah","7","https://www.pa.org.za/person/izgak-de-jager/","https://static.pmg.org.za/De_Jager.jpg"
"Brinkhuis, Mr G","Al Jama-ah","328","https://www.pa.org.za/person/galil-brinkhuis/","https://static.pmg.org.za/Brinkhuis_Galil_web.jpg"
"Kwankwa, Mr NL","UDM","169","https://www.pa.org.za/person/nqabayomzi-lawrence-kwankwa/","https://static.pmg.org.za/Kwankwa_NL.jpg"
"Filtane, Mr ML","UDM","1","https://www.pa.org.za/person/mncedisi-lutando-wellington-filtane/","https://static.pmg.org.za/images/committee-members/resize/filtane_mr_ml-filtane_mncedisi_luthando.jpg"
"Majeke, Ms CN","UDM","1","https://www.pa.org.za/person/cynthia-nocollege-majeke/","https://static.pmg.org.za/majeke.jpg"
"Holomisa, Dr BH","UDM","43","https://www.pa.org.za/person/bantubonke-harrington-holomisa/","https://static.pmg.org.za/Holomisa_B_Gen.jpg"
"Nyhontso, Mr M","PAC","14","https://www.pa.org.za/person/mzwanele-nyhontso/","https://static.pmg.org.za/4114.jpg"
"Joko, Mr B","PAC","6","https://www.pa.org.za/person/bennet-joko/","https://static.pmg.org.za/joko.jpg"
"Mahumapelo, Mr JMK","AGANG SA","38","https://www.pa.org.za/person/johannes-mothibeli-koekoe-mahumapelo/","https://static.pmg.org.za/3117.jpg"
"Thakur-Rajbansi, Ms S","Minority Front (MF)","7","https://www.pa.org.za/person/shameen-thakur-rajbansi/","https://static.pmg.org.za/thakur.jpg"
